ticker,ticker_sec,name,sector,weight,identifier,isin,asset_class,cik,sec_title,cik_status
AEP,AEP,AMERICAN ELECTRIC POWER,-,0.100683,025537101,,,0000004904,AMERICAN ELECTRIC POWER CO INC,PRESENT
ALL,ALL,ALLSTATE CORP,-,0.100301,020002101,,,0000899051,ALLSTATE CORP,PRESENT
MNST,MNST,MONSTER BEVERAGE CORP,-,0.099054,61174X109,,,0000865752,Monster Beverage Corp,PRESENT
TDG,TDG,TRANSDIGM GROUP INC,-,0.099014,893641100,,,0001260221,TransDigm Group INC,PRESENT
PCAR,PCAR,PACCAR INC,-,0.098742,693718108,,,0000075362,PACCAR INC,PRESENT
URI,URI,UNITED RENTALS INC,-,0.098255,911363109,,,0001067701,"UNITED RENTALS, INC.",PRESENT
DLR,DLR,DIGITAL REALTY TRUST INC,-,0.097497,253868103,,,0001297996,"DIGITAL REALTY TRUST, INC.",PRESENT
HCA,HCA,HCA HEALTHCARE INC,-,0.097277,40412C101,,,0000860730,"HCA Healthcare, Inc.",PRESENT
KMI,KMI,KINDER MORGAN INC,-,0.095406,49456B101,,,0001506307,"KINDER MORGAN, INC.",PRESENT
BKR,BKR,BAKER HUGHES CO,-,0.095309,05722G100,,,0001701605,Baker Hughes Co,PRESENT
TRGP,TRGP,TARGA RESOURCES CORP,-,0.095258,87612G101,,,0001389170,Targa Resources Corp.,PRESENT
CRH,CRH,CRH PLC,-,0.095228,G25508105,,,0000849395,CRH PUBLIC LTD CO,PRESENT
APO,APO,APOLLO GLOBAL MANAGEMENT INC,-,0.095208,03769M106,,,0001858681,"Apollo Global Management, Inc.",PRESENT
COR,COR,CENCORA INC,-,0.095172,03073E105,,,0001140859,"Cencora, Inc.",PRESENT
MPWR,MPWR,MONOLITHIC POWER SYSTEMS INC,-,0.094083,609839105,,,0001280452,"MONOLITHIC POWER SYSTEMS, INC.",PRESENT
TFC,TFC,TRUIST FINANCIAL CORP,-,0.093366,89832Q109,,,0000092230,TRUIST FINANCIAL CORP,PRESENT
OKE,OKE,ONEOK INC,-,0.091427,682680103,,,0001039684,ONEOK INC /NEW/,PRESENT
TEL,TEL,TE CONNECTIVITY PLC,-,0.090553,G87052109,,,0001385157,TE Connectivity plc,PRESENT
D,D,DOMINION ENERGY INC,-,0.08775,25746U109,,,0000715957,"DOMINION ENERGY, INC",PRESENT
O,O,REALTY INCOME CORP,-,0.086368,756109104,,,0000726728,REALTY INCOME CORP,PRESENT
GWW,GWW,WW GRAINGER INC,-,0.085949,384802104,,,0000277135,"W.W. GRAINGER, INC.",PRESENT
NUE,NUE,NUCOR CORP,-,0.085934,670346105,,,0000073309,NUCOR CORP,PRESENT
NXPI,NXPI,NXP SEMICONDUCTORS NV,-,0.085739,N6596X109,,,0001413447,NXP Semiconductors N.V.,PRESENT
FAST,FAST,FASTENAL CO,-,0.085563,311900104,,,0000815556,FASTENAL CO,PRESENT
CTVA,CTVA,CORTEVA INC,-,0.085374,22052L104,,,0001755672,"Corteva, Inc.",PRESENT
DVN,DVN,DEVON ENERGY CORP,-,0.084291,25179M103,,,0001090012,DEVON ENERGY CORP/DE,PRESENT
KEYS,KEYS,KEYSIGHT TECHNOLOGIES IN,-,0.08345,49338L103,,,0001601046,"Keysight Technologies, Inc.",PRESENT
CAH,CAH,CARDINAL HEALTH INC,-,0.083062,14149Y108,,,0000721371,CARDINAL HEALTH INC,PRESENT
TER,TER,TERADYNE INC,-,0.082745,880770102,,,0000097210,"TERADYNE, INC",PRESENT
ADSK,ADSK,AUTODESK INC,-,0.082499,052769106,,,0000769397,"Autodesk, Inc.",PRESENT
F,F,FORD MOTOR CO,-,0.082465,345370860,,,0000037996,FORD MOTOR CO,PRESENT
COHR,COHR,COHERENT CORP,-,0.082144,19247G107,,,0000820318,COHERENT CORP.,PRESENT
FIX,FIX,COMFORT SYSTEMS USA INC,-,0.082046,199908104,,,0001035983,COMFORT SYSTEMS USA INC,PRESENT
CIEN,CIEN,CIENA CORP,-,0.081628,171779309,,,0000936395,CIENA CORP,PRESENT
AME,AME,AMETEK INC,-,0.081477,031100100,,,0001037868,AMETEK INC/,PRESENT
SRE,SRE,SEMPRA,-,0.080725,816851109,,,0001032208,SEMPRA,PRESENT
AFL,AFL,AFLAC INC,-,0.080208,001055102,,,0000004977,AFLAC INC,PRESENT
STT,STT,STATE STREET CORP,-,0.080052,857477103,,,0000093751,STATE STREET CORP,PRESENT
CVNA,CVNA,CARVANA CO,-,0.079531,146869102,,,0001690820,CARVANA CO.,PRESENT
EW,EW,EDWARDS LIFESCIENCES CORP,-,0.078983,28176E108,,,0001099800,Edwards Lifesciences Corp,PRESENT
BDX,BDX,BECTON DICKINSON AND CO,-,0.078348,075887109,,,0000010795,BECTON DICKINSON & CO,PRESENT
PSA,PSA,PUBLIC STORAGE,-,0.077821,74460D109,,,0001393311,Public Storage,PRESENT
MET,MET,METLIFE INC,-,0.077745,59156R108,,,0001099219,METLIFE INC,PRESENT
DAL,DAL,DELTA AIR LINES INC,-,0.076958,247361702,,,0000027904,"DELTA AIR LINES, INC.",PRESENT
HONA,HONA,HONEYWELL AEROSPACE INC,-,0.075716,43849R105,,,0002089271,Honeywell Aerospace Inc.,PRESENT
AMP,AMP,AMERIPRISE FINANCIAL INC,-,0.07515,03076C106,,,0000820027,AMERIPRISE FINANCIAL INC,PRESENT
LHX,LHX,L3HARRIS TECHNOLOGIES INC,-,0.074973,502431109,,,0000202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",PRESENT
MRNA,MRNA,MODERNA INC,-,0.074915,60770K107,,,0001682852,"Moderna, Inc.",PRESENT
AZO,AZO,AUTOZONE INC,-,0.074464,053332102,,,0000866787,AUTOZONE INC,PRESENT
CMG,CMG,CHIPOTLE MEXICAN GRILL INC,-,0.073732,169656105,,,0001058090,CHIPOTLE MEXICAN GRILL INC,PRESENT
ETR,ETR,ENTERGY CORP,-,0.073572,29364G103,,,0000065984,ENTERGY CORP /DE/,PRESENT
FITB,FITB,FIFTH THIRD BANCORP,-,0.073481,316773100,,,0000035527,FIFTH THIRD BANCORP,PRESENT
WAB,WAB,WABTEC CORP,-,0.07332,929740108,,,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,PRESENT
VMRK,VMRK,VIVMARK RESIDENTIAL,-,0.071689,29476L107,,,0000906107,VIVMARK RESIDENTIAL,PRESENT
XEL,XEL,XCEL ENERGY INC,-,0.071421,98389B100,,,0000072903,XCEL ENERGY INC,PRESENT
ROK,ROK,ROCKWELL AUTOMATION INC,-,0.071363,773903109,,,0001024478,"ROCKWELL AUTOMATION, INC",PRESENT
PYPL,PYPL,PAYPAL HOLDINGS INC,-,0.070216,70450Y103,,,0001633917,"PayPal Holdings, Inc.",PRESENT
GRMN,GRMN,GARMIN LTD,-,0.070151,H2906T109,,,0001121788,GARMIN LTD,PRESENT
NKE,NKE,NIKE INC CL B,-,0.070074,654106103,,,0000320187,"NIKE, Inc.",PRESENT
HUM,HUM,HUMANA INC,-,0.069563,444859102,,,0000049071,HUMANA INC,PRESENT
EBAY,EBAY,EBAY INC,-,0.069496,278642103,,,0001065088,EBAY INC,PRESENT
AXON,AXON,AXON ENTERPRISE INC,-,0.069039,05464C101,,,0001069183,"AXON ENTERPRISE, INC.",PRESENT
CARR,CARR,CARRIER GLOBAL CORP,-,0.068701,14448C104,,,0001783180,CARRIER GLOBAL Corp,PRESENT
EXC,EXC,EXELON CORP,-,0.067616,30161N101,,,0001109357,EXELON CORP,PRESENT
VTR,VTR,VENTAS INC,-,0.066999,92276F100,,,0000740260,"Ventas, Inc.",PRESENT
RSG,RSG,REPUBLIC SERVICES INC,-,0.066778,760759100,,,0001060391,"REPUBLIC SERVICES, INC.",PRESENT
NDAQ,NDAQ,NASDAQ INC,-,0.066592,631103108,,,0001120193,"NASDAQ, INC.",PRESENT
IDXX,IDXX,IDEXX LABORATORIES INC,-,0.06639,45168D104,,,0000874716,IDEXX LABORATORIES INC /DE,PRESENT
XYZ,XYZ,BLOCK INC,-,0.066348,852234103,,,0001512673,"Block, Inc.",PRESENT
OXY,OXY,OCCIDENTAL PETROLEUM CORP,-,0.066047,674599105,,,0000797468,OCCIDENTAL PETROLEUM CORP /DE/,PRESENT
IQV,IQV,IQVIA HOLDINGS INC,-,0.065897,46266C105,,,0001478242,IQVIA HOLDINGS INC.,PRESENT
VST,VST,VISTRA CORP,-,0.065814,92840M102,,,0001692819,Vistra Corp.,PRESENT
A,A,AGILENT TECHNOLOGIES INC,-,0.065598,00846U101,,,0001090872,"AGILENT TECHNOLOGIES, INC.",PRESENT
KDP,KDP,KEURIG DR PEPPER INC,-,0.065519,49271V100,,,0001418135,Keurig Dr Pepper Inc.,PRESENT
FERG,FERG,FERGUSON ENTERPRISES INC,-,0.065462,31488V107,,,0002011641,Ferguson Enterprises Inc. /DE/,PRESENT
IBKR,IBKR,INTERACTIVE BROKERS GRO CL A,-,0.065448,45841N107,,,0001381197,"Interactive Brokers Group, Inc.",PRESENT
VEEV,VEEV,VEEVA SYSTEMS INC CLASS A,-,0.064832,922475108,,,0001393052,VEEVA SYSTEMS INC,PRESENT
ROP,ROP,ROPER TECHNOLOGIES INC,-,0.064751,776696106,,,0000882835,ROPER TECHNOLOGIES INC,PRESENT
CBRE,CBRE,CBRE GROUP INC A,-,0.064537,12504L109,,,0001138118,"CBRE GROUP, INC.",PRESENT
YUM,YUM,YUM BRANDS INC,-,0.063873,988498101,,,0001041061,YUM BRANDS INC,PRESENT
COIN,COIN,COINBASE GLOBAL INC CLASS A,-,0.063246,19260Q107,,,0001679788,"Coinbase Global, Inc.",PRESENT
MSCI,MSCI,MSCI INC,-,0.06278,55354G100,,,0001408198,MSCI Inc.,PRESENT
PAYX,PAYX,PAYCHEX INC,-,0.062077,704326107,,,0000723531,PAYCHEX INC,PRESENT
PRU,PRU,PRUDENTIAL FINANCIAL INC,-,0.061678,744320102,,,0001137774,PRUDENTIAL FINANCIAL INC,PRESENT
WAT,WAT,WATERS CORP,-,0.061455,941848103,,,0001000697,WATERS CORP /DE/,PRESENT
AIG,AIG,AMERICAN INTERNATIONAL GROUP,-,0.061192,026874784,,,0000005272,"AMERICAN INTERNATIONAL GROUP, INC.",PRESENT
WDAY,WDAY,WORKDAY INC CLASS A,-,0.060794,98138H101,,,0001327811,"Workday, Inc.",PRESENT
FLEX,FLEX,FLEX LTD,-,0.060712,Y2573F102,,,0000866374,FLEX LTD.,PRESENT
MCHP,MCHP,MICROCHIP TECHNOLOGY INC,-,0.06008,595017104,,,0000827054,MICROCHIP TECHNOLOGY INC,PRESENT
ED,ED,CONSOLIDATED EDISON INC,-,0.05962,209115104,,,0001047862,CONSOLIDATED EDISON INC,PRESENT
ADM,ADM,ARCHER DANIELS MIDLAND CO,-,0.059212,039483102,,,0000007084,Archer-Daniels-Midland Co,PRESENT
FANG,FANG,DIAMONDBACK ENERGY INC,-,0.058809,25278X109,,,0001539838,"Diamondback Energy, Inc.",PRESENT
SYY,SYY,SYSCO CORP,-,0.0586,871829107,,,0000096021,SYSCO CORP,PRESENT
TTWO,TTWO,TAKE TWO INTERACTIVE SOFTWRE,-,0.057805,874054109,,,0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,PRESENT
DHI,DHI,DR HORTON INC,-,0.057627,23331A109,,,0000882184,HORTON D R INC /DE/,PRESENT
HIG,HIG,HARTFORD INSURANCE GROUP INC,-,0.056676,416515104,,,0000874766,"HARTFORD INSURANCE GROUP, INC.",PRESENT
NTAP,NTAP,NETAPP INC,-,0.055341,64110D104,,,0001002047,"NetApp, Inc.",PRESENT
ODFL,ODFL,OLD DOMINION FREIGHT LINE,-,0.055311,679580100,,,0000878927,"OLD DOMINION FREIGHT LINE, INC.",PRESENT
PEG,PEG,PUBLIC SERVICE ENTERPRISE GP,-,0.055234,744573106,,,0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,PRESENT
EXPE,EXPE,EXPEDIA GROUP INC,-,0.05487,30212P303,,,0001324424,"Expedia Group, Inc.",PRESENT
KVUE,KVUE,KENVUE INC,-,0.054791,49177J102,,,0001944048,Kenvue Inc.,PRESENT
KMB,KMB,KIMBERLY CLARK CORP,-,0.054156,494368103,,,0000055785,KIMBERLY CLARK CORP,PRESENT
UAL,UAL,UNITED AIRLINES HOLDINGS INC,-,0.052977,910047109,,,0000100517,"United Airlines Holdings, Inc.",PRESENT
DXCM,DXCM,DEXCOM INC,-,0.052934,252131107,,,0001093557,DEXCOM INC,PRESENT
VMC,VMC,VULCAN MATERIALS CO,-,0.052865,929160109,,,0001396009,Vulcan Materials CO,PRESENT
RMD,RMD,RESMED INC,-,0.05264,761152107,,,0000943819,RESMED INC,PRESENT
WEC,WEC,WEC ENERGY GROUP INC,-,0.052273,92939U106,,,0000783325,"WEC ENERGY GROUP, INC.",PRESENT
NTRS,NTRS,NORTHERN TRUST CORP,-,0.051895,665859104,,,0000073124,NORTHERN TRUST CORP,PRESENT
IRM,IRM,IRON MOUNTAIN INC,-,0.051868,46284V101,,,0001020569,IRON MOUNTAIN INC,PRESENT
ACGL,ACGL,ARCH CAPITAL GROUP LTD,-,0.051586,G0450A105,,,0000947484,ARCH CAPITAL GROUP LTD.,PRESENT
MTB,MTB,M + T BANK CORP,-,0.051453,55261F104,,,0000036270,M&T BANK CORP,PRESENT
EQT,EQT,EQT CORP,-,0.051219,26884L109,,,0000033213,EQT Corp,PRESENT
HBAN,HBAN,HUNTINGTON BANCSHARES INC,-,0.051122,446150104,,,0000049196,HUNTINGTON BANCSHARES INC /MD/,PRESENT
CCI,CCI,CROWN CASTLE INC,-,0.050316,22822V101,,,0001051470,CROWN CASTLE INC.,PRESENT
EME,EME,EMCOR GROUP INC,-,0.049358,29084Q100,,,0000105634,"EMCOR Group, Inc.",PRESENT
KR,KR,KROGER CO,-,0.049335,501044101,,,0000056873,KROGER CO,PRESENT
GEHC,GEHC,GE HEALTHCARE TECHNOLOGY,-,0.048978,36266G107,,,0001932393,GE HealthCare Technologies Inc.,PRESENT
ZTS,ZTS,ZOETIS INC,-,0.048856,98978V103,,,0001555280,Zoetis Inc.,PRESENT
JBL,JBL,JABIL INC,-,0.048677,466313103,,,0000898293,JABIL INC,PRESENT
BIIB,BIIB,BIOGEN INC,-,0.048418,09062X103,,,0000875045,BIOGEN INC.,PRESENT
WTW,WTW,WILLIS TOWERS WATSON PLC,-,0.04834,G96629103,,,0001140536,WILLIS TOWERS WATSON PLC,PRESENT
STLD,STLD,STEEL DYNAMICS INC,-,0.047678,858119100,,,0001022671,STEEL DYNAMICS INC,PRESENT
CBOE,CBOE,CBOE GLOBAL MARKETS INC,-,0.04758,12503M108,,,0001374310,"Cboe Global Markets, Inc.",PRESENT
MLM,MLM,MARTIN MARIETTA MATERIALS,-,0.04701,573284106,,,0000916076,MARTIN MARIETTA MATERIALS INC,PRESENT
RJF,RJF,RAYMOND JAMES FINANCIAL INC,-,0.046716,754730109,,,0000720005,RAYMOND JAMES FINANCIAL INC,PRESENT
HAL,HAL,HALLIBURTON CO,-,0.046515,406216101,,,0000045012,HALLIBURTON CO,PRESENT
CCL,CCL,CARNIVAL CORP LTD,-,0.046291,G2004J103,,,0000815097,Carnival Corp Ltd.,PRESENT
CTSH,CTSH,COGNIZANT TECH SOLUTIONS A,-,0.046257,192446102,,,0001058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,PRESENT
ARES,ARES,ARES MANAGEMENT CORP A,-,0.04564,03990B101,,,0001176948,Ares Management Corp,PRESENT
CNC,CNC,CENTENE CORP,-,0.045557,15135B101,,,0001071739,CENTENE CORP,PRESENT
EXR,EXR,EXTRA SPACE STORAGE INC,-,0.04505,30225T102,,,0001289490,Extra Space Storage Inc.,PRESENT
AEE,AEE,AMEREN CORPORATION,-,0.04433,023608102,,,0001002910,AMEREN CORP,PRESENT
CPRT,CPRT,COPART INC,-,0.044193,217204106,,,0000900075,COPART INC,PRESENT
PCG,PCG,P G + E CORP,-,0.044171,69331C108,,,0001004980,PG&E Corp,PRESENT
CFG,CFG,CITIZENS FINANCIAL GROUP,-,0.044019,174610105,,,0000759944,CITIZENS FINANCIAL GROUP INC/RI,PRESENT
ON,ON,ON SEMICONDUCTOR,-,0.043887,682189105,,,0001097864,ON SEMICONDUCTOR CORP,PRESENT
LYV,LYV,LIVE NATION ENTERTAINMENT IN,-,0.043032,538034109,,,0001335258,"Live Nation Entertainment, Inc.",PRESENT
FISV,FISV,FISERV INC,-,0.042968,337738108,,,0000798354,FISERV INC,PRESENT
TDY,TDY,TELEDYNE TECHNOLOGIES INC,-,0.042931,879360105,,,0001094285,TELEDYNE TECHNOLOGIES INC,PRESENT
MTD,MTD,METTLER TOLEDO INTERNATIONAL,-,0.042689,592688105,,,0001037646,METTLER TOLEDO INTERNATIONAL INC/,PRESENT
DTE,DTE,DTE ENERGY COMPANY,-,0.042649,233331107,,,0000936340,DTE ENERGY CO,PRESENT
VICI,VICI,VICI PROPERTIES INC,-,0.042324,925652109,,,0001705696,VICI PROPERTIES INC.,PRESENT
DG,DG,DOLLAR GENERAL CORP,-,0.042243,256677105,,,0000029534,DOLLAR GENERAL CORP,PRESENT
CASY,CASY,CASEY S GENERAL STORES INC,-,0.042079,147528103,,,0000726958,CASEYS GENERAL STORES INC,PRESENT
ATO,ATO,ATMOS ENERGY CORP,-,0.041693,049560105,,,0000731802,ATMOS ENERGY CORP,PRESENT
HPQ,HPQ,HP INC,-,0.041524,40434L105,,,0000047217,HP INC,PRESENT
IR,IR,INGERSOLL RAND INC,-,0.041431,45687V106,,,0001699150,Ingersoll Rand Inc.,PRESENT
OTIS,OTIS,OTIS WORLDWIDE CORP,-,0.041251,68902V107,,,0001781335,Otis Worldwide Corp,PRESENT
LH,LH,LABCORP HOLDINGS INC,-,0.041245,504922105,,,0000920148,LABCORP HOLDINGS INC.,PRESENT
AWK,AWK,AMERICAN WATER WORKS CO INC,-,0.040797,030420103,,,0001410636,"American Water Works Company, Inc.",PRESENT
WSM,WSM,WILLIAMS SONOMA INC,-,0.040616,969904101,,,0000719955,WILLIAMS SONOMA INC,PRESENT
DGX,DGX,QUEST DIAGNOSTICS INC,-,0.040202,74834L100,,,0001022079,QUEST DIAGNOSTICS INC,PRESENT
FICO,FICO,FAIR ISAAC CORP,-,0.040161,303250104,,,0000814547,FAIR ISAAC CORP,PRESENT
CPAY,CPAY,CORPAY INC,-,0.039947,219948106,,,0001175454,"CORPAY, INC.",PRESENT
ES,ES,EVERSOURCE ENERGY,-,0.039813,30040W108,,,0000072741,EVERSOURCE ENERGY,PRESENT
CINF,CINF,CINCINNATI FINANCIAL CORP,-,0.03973,172062101,,,0000020286,CINCINNATI FINANCIAL CORP,PRESENT
DOV,DOV,DOVER CORP,-,0.039564,260003108,,,0000029905,DOVER Corp,PRESENT
XYL,XYL,XYLEM INC,-,0.039561,98419M100,,,0001524472,Xylem Inc.,PRESENT
HSY,HSY,HERSHEY CO/THE,-,0.03955,427866108,,,0000047111,HERSHEY CO,PRESENT
SYF,SYF,SYNCHRONY FINANCIAL,-,0.039189,87165B103,,,0001601712,Synchrony Financial,PRESENT
CNP,CNP,CENTERPOINT ENERGY INC,-,0.03914,15189T107,,,0001130310,CENTERPOINT ENERGY INC,PRESENT
PPL,PPL,PPL CORP,-,0.038811,69351T106,,,0000922224,PPL Corp,PRESENT
VRSK,VRSK,VERISK ANALYTICS INC,-,0.038377,92345Y106,,,0001442145,"Verisk Analytics, Inc.",PRESENT
RF,RF,REGIONS FINANCIAL CORP,-,0.038155,7591EP100,,,0001281761,REGIONS FINANCIAL CORP,PRESENT
EL,EL,ESTEE LAUDER COMPANIES CL A,-,0.038117,518439104,,,0001001250,ESTEE LAUDER COMPANIES INC,PRESENT
PPG,PPG,PPG INDUSTRIES INC,-,0.037789,693506107,,,0000079879,PPG INDUSTRIES INC,PRESENT
Q,Q,QNITY ELECTRONICS INC,-,0.037764,74743L100,,,0002058873,"Qnity Electronics, Inc.",PRESENT
TPR,TPR,TAPESTRY INC,-,0.03774,876030107,,,0001116132,"TAPESTRY, INC.",PRESENT
OMC,OMC,OMNICOM GROUP,-,0.037704,681919106,,,0000029989,OMNICOM GROUP INC.,PRESENT
EXPD,EXPD,EXPEDITORS INTL WASH INC,-,0.037495,302130109,,,0000746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,PRESENT
SW,SW,SMURFIT WESTROCK PLC,-,0.037204,G8267P108,,,0002005951,Smurfit Westrock plc,PRESENT
DRI,DRI,DARDEN RESTAURANTS INC,-,0.037084,237194105,,,0000940944,DARDEN RESTAURANTS INC,PRESENT
VLTO,VLTO,VERALTO CORP,-,0.036587,92338C103,,,0001967680,Veralto Corp,PRESENT
WST,WST,WEST PHARMACEUTICAL SERVICES,-,0.036425,955306105,,,0000105770,WEST PHARMACEUTICAL SERVICES INC,PRESENT
PHM,PHM,PULTEGROUP INC,-,0.036364,745867101,,,0000822416,PULTEGROUP INC/MI/,PRESENT
HUBB,HUBB,HUBBELL INC,-,0.036199,443510607,,,0000048898,HUBBELL INC,PRESENT
FE,FE,FIRSTENERGY CORP,-,0.036085,337932107,,,0001031296,FIRSTENERGY CORP,PRESENT
TROW,TROW,T ROWE PRICE GROUP INC,-,0.036037,74144T108,,,0001113169,PRICE T ROWE GROUP INC,PRESENT
VRSN,VRSN,VERISIGN INC,-,0.035671,92343E102,,,0001014473,VERISIGN INC/CA,PRESENT
CHD,CHD,CHURCH + DWIGHT CO INC,-,0.035643,171340102,,,0000313927,CHURCH & DWIGHT CO INC /DE/,PRESENT
EXE,EXE,EXPAND ENERGY CORP,-,0.035522,165167735,,,0000895126,EXPAND ENERGY Corp,PRESENT
ULTA,ULTA,ULTA BEAUTY INC,-,0.03535,90384S303,,,0001403568,"Ulta Beauty, Inc.",PRESENT
NRG,NRG,NRG ENERGY INC,-,0.035114,629377508,,,0001013871,"NRG ENERGY, INC.",PRESENT
FFIV,FFIV,F5 INC,-,0.034679,315616102,,,0001048695,"F5, INC.",PRESENT
DLTR,DLTR,DOLLAR TREE INC,-,0.034651,256746108,,,0000935703,"DOLLAR TREE, INC.",PRESENT
STE,STE,STERIS PLC,-,0.034489,G8473T100,,,0001757898,STERIS plc,PRESENT
EFX,EFX,EQUIFAX INC,-,0.034044,294429105,,,0000033185,EQUIFAX INC,PRESENT
IFF,IFF,INTL FLAVORS + FRAGRANCES,-,0.033392,459506101,,,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,PRESENT
GIS,GIS,GENERAL MILLS INC,-,0.033233,370334104,,,0000040704,GENERAL MILLS INC,PRESENT
KHC,KHC,KRAFT HEINZ CO/THE,-,0.033229,500754106,,,0001637459,Kraft Heinz Co,PRESENT
DOW,DOW,DOW INC,-,0.033132,260557103,,,0001751788,DOW INC.,PRESENT
FSLR,FSLR,FIRST SOLAR INC,-,0.032762,336433107,,,0001274494,"FIRST SOLAR, INC.",PRESENT
PFG,PFG,PRINCIPAL FINANCIAL GROUP,-,0.032719,74251V102,,,0001126328,PRINCIPAL FINANCIAL GROUP INC,PRESENT
TPL,TPL,TEXAS PACIFIC LAND CORP,-,0.032718,88262P102,,,0001811074,Texas Pacific Land Corp,PRESENT
GPN,GPN,GLOBAL PAYMENTS INC,-,0.032,37940X102,,,0001123360,GLOBAL PAYMENTS INC,PRESENT
BR,BR,BROADRIDGE FINANCIAL SOLUTIO,-,0.031881,11133T103,,,0001383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",PRESENT
FIS,FIS,FIDELITY NATIONAL INFO SERV,-,0.031853,31620M106,,,0001136893,"Fidelity National Information Services, Inc.",PRESENT
AMCR,AMCR,AMCOR PLC,-,0.031846,G0250X149,,,0001748790,Amcor plc,PRESENT
BRO,BRO,BROWN + BROWN INC,-,0.031797,115236101,,,0000079282,"BROWN & BROWN, INC.",PRESENT
SMCI,SMCI,SUPER MICRO COMPUTER INC,-,0.031709,86800U302,,,0001375365,"Super Micro Computer, Inc.",PRESENT
CMS,CMS,CMS ENERGY CORP,-,0.031632,125896100,,,0000811156,CMS ENERGY CORP,PRESENT
EIX,EIX,EDISON INTERNATIONAL,-,0.031395,281020107,,,0000827052,EDISON INTERNATIONAL,PRESENT
PKG,PKG,PACKAGING CORP OF AMERICA,-,0.0313,695156109,,,0000075677,PACKAGING CORP OF AMERICA,PRESENT
INCY,INCY,INCYTE CORP,-,0.031036,45337C102,,,0000879169,INCYTE CORP,PRESENT
SBAC,SBAC,SBA COMMUNICATIONS CORP,-,0.030395,78410G104,,,0001034054,SBA COMMUNICATIONS CORP,PRESENT
IP,IP,INTERNATIONAL PAPER CO,-,0.030292,460146103,,,0000051434,INTERNATIONAL PAPER CO /NEW/,PRESENT
SNA,SNA,SNAP ON INC,-,0.030246,833034101,,,0000091440,Snap-on Inc,PRESENT
CF,CF,CF INDUSTRIES HOLDINGS INC,-,0.030194,125269100,,,0001324404,"CF Industries Holdings, Inc.",PRESENT
WRB,WRB,WR BERKLEY CORP,-,0.030029,084423102,,,0000011544,BERKLEY W R CORP,PRESENT
JBHT,JBHT,HUNT (JB) TRANSPRT SVCS INC,-,0.029875,445658107,,,0000728535,HUNT J B TRANSPORT SERVICES INC,PRESENT
KEY,KEY,KEYCORP,-,0.029816,493267108,,,0000091576,KEYCORP /NEW/,PRESENT
NI,NI,NISOURCE INC,-,0.029571,65473P105,,,0001111711,NISOURCE INC.,PRESENT
CDW,CDW,CDW CORP/DE,-,0.029269,12514G108,,,0001402057,CDW Corp,PRESENT
ZBH,ZBH,ZIMMER BIOMET HOLDINGS INC,-,0.029252,98956P102,,,0001136869,"ZIMMER BIOMET HOLDINGS, INC.",PRESENT
RDDT,RDDT,REDDIT INC CL A,-,0.029084,75734B100,,,0001713445,"Reddit, Inc.",PRESENT
VTRS,VTRS,VIATRIS INC,-,0.02903,92556V106,,,0001792044,Viatris Inc,PRESENT
LUV,LUV,SOUTHWEST AIRLINES CO,-,0.028456,844741108,,,0000092380,SOUTHWEST AIRLINES CO,PRESENT
EVRG,EVRG,EVERGY INC,-,0.028234,30034W106,,,0001711269,"Evergy, Inc.",PRESENT
GPC,GPC,GENUINE PARTS CO,-,0.028225,372460105,,,0000040987,GENUINE PARTS CO,PRESENT
TSCO,TSCO,TRACTOR SUPPLY COMPANY,-,0.027665,892356106,,,0000916365,TRACTOR SUPPLY CO /DE/,PRESENT
L,L,LOEWS CORP,-,0.02762,540424108,,,0000060086,LOEWS CORP,PRESENT
DD,DD,DUPONT DE NEMOURS INC,-,0.027594,26614N201,,,0001666700,"DuPont de Nemours, Inc.",PRESENT
STZ,STZ,CONSTELLATION BRANDS INC A,-,0.027535,21036P108,,,0000016918,"CONSTELLATION BRANDS, INC.",PRESENT
ESS,ESS,ESSEX PROPERTY TRUST INC,-,0.027473,297178105,,,0000920522,"ESSEX PROPERTY TRUST, INC.",PRESENT
LEN,LEN,LENNAR CORP A,-,0.027367,526057104,,,0000920760,LENNAR CORP /NEW/,PRESENT
PTC,PTC,PTC INC,-,0.027191,69370C100,,,0000857005,PTC INC.,PRESENT
FTV,FTV,FORTIVE CORP,-,0.027115,34959J108,,,0001659166,Fortive Corp,PRESENT
CHRW,CHRW,C.H. ROBINSON WORLDWIDE INC,-,0.026659,12541W209,,,0001043277,"C. H. ROBINSON WORLDWIDE, INC.",PRESENT
LDOS,LDOS,LEIDOS HOLDINGS INC,-,0.026658,525327102,,,0001336920,"Leidos Holdings, Inc.",PRESENT
J,J,JACOBS SOLUTIONS INC,-,0.026595,46982L108,,,0000052988,JACOBS SOLUTIONS INC.,PRESENT
LNT,LNT,ALLIANT ENERGY CORP,-,0.02639,018802108,,,0000352541,ALLIANT ENERGY CORP,PRESENT
